"Gene ID"	"Mouse_resection_12hr_1"	"Mouse_resection_12hr_2"	"Mouse_resection_12hr_3"	"Mouse_resection_24hr_1"	"Mouse_resection_24hr_2"	"Mouse_resection_24hr_3"	"Mouse_resection_48hr_1"	"Mouse_resection_48hr_2"	"Mouse_resection_48hr_3"	"Mouse_sham_12hr_1"	"Mouse_sham_12hr_2"	"Mouse_sham_12hr_3"	"Mouse_sham_24hr_1"	"Mouse_sham_24hr_2"	"Mouse_sham_24hr_3"	"Mouse_sham_48hr_1"	"Mouse_sham_48hr_2"	"Mouse_sham_48hr_3"
"ENSMUSG00000001444"	1	0	1	0	0	0	0	1	0	4	0	0	0	0	0	0	0	5
"ENSMUSG00000001445"	607	833	1203	968	309	684	1051	1130	1806	2047	675	600	1013	1378	750	1666	312	1822
"ENSMUSG00000001467"	352	496	788	377	116	190	425	571	582	1123	333	400	573	755	312	534	117	888
"ENSMUSG00000001472"	1320	2242	1980	2081	760	1520	2180	2574	3574	4398	1284	1267	1942	2562	1186	2726	529	3877
"ENSMUSG00000001473"	378	422	413	505	150	209	587	632	1209	752	319	322	343	585	328	507	134	1036
"ENSMUSG00000001482"	394	756	696	554	236	449	919	1118	1463	1396	455	547	862	1154	441	1307	238	1884
"ENSMUSG00000001493"	99	243	277	306	110	141	363	371	787	458	107	134	206	424	139	479	88	660
"ENSMUSG00000001494"	6	4	6	8	5	3	21	32	80	15	5	13	3	23	12	7	3	13
"ENSMUSG00000001496"	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001497"	46	2	0	0	0	1	4	4	6	4	3	1	3	3	1	2	0	7
"ENSMUSG00000001504"	180	342	290	293	132	172	275	411	468	542	161	170	237	386	194	373	92	501
"ENSMUSG00000001506"	4277	9786	9488	15949	5115	8517	17091	17649	43966	31184	7200	7073	17029	17259	7973	18993	4130	29296
"ENSMUSG00000001507"	359	406	414	398	177	363	427	580	775	829	296	293	543	594	285	500	106	858
"ENSMUSG00000001508"	120	164	189	343	111	163	340	400	553	601	161	150	357	494	220	413	90	623
"ENSMUSG00000001510"	3	0	0	0	0	0	1	0	0	3	0	0	0	2	0	0	0	0
"ENSMUSG00000001517"	176	268	398	122	50	77	337	316	593	500	201	253	276	513	227	503	128	815
"ENSMUSG00000001518"	120	241	262	198	59	123	223	217	245	489	123	151	164	296	81	302	30	253
"ENSMUSG00000001520"	3	6	5	7	2	8	11	15	5	42	5	4	7	17	2	33	8	18
"ENSMUSG00000001521"	339	279	612	398	141	203	527	531	809	716	241	260	337	527	231	419	95	530
"ENSMUSG00000001524"	223	137	145	190	42	93	252	190	348	321	129	110	130	200	108	241	57	276
"ENSMUSG00000001525"	3776	4304	5232	5663	1433	3432	6864	8305	14084	11532	3362	3701	5871	8666	3732	8473	1718	17245
"ENSMUSG00000001542"	152	158	220	187	93	100	265	243	503	259	147	107	143	249	111	288	77	296
"ENSMUSG00000001552"	1133	1928	1692	1881	604	1133	1759	2008	2657	3991	1360	1127	2016	2621	1146	2726	459	3845
"ENSMUSG00000001555"	661	1507	1599	1427	453	846	1117	1211	2221	2715	868	749	1029	1320	985	1757	285	2267
"ENSMUSG00000001558"	2	4	7	13	5	5	14	14	10	25	10	7	10	19	13	30	5	23
"ENSMUSG00000001566"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001569"	343	510	676	418	201	300	580	582	890	945	326	333	490	631	343	670	152	885
"ENSMUSG00000001576"	581	903	1185	804	415	531	1246	1363	2039	1940	681	664	977	1394	759	1332	292	2123
"ENSMUSG00000001583"	13	3	3	2	0	1	0	3	2	2	1	1	0	2	0	4	1	2
"ENSMUSG00000001588"	152	21	27	43	7	13	13	22	25	34	13	6	11	20	6	19	0	37
"ENSMUSG00000001604"	85	133	174	248	67	233	237	285	347	836	173	165	470	585	205	503	74	637
"ENSMUSG00000001622"	0	0	0	1	0	1	0	2	3	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001627"	1202	2006	1797	1518	538	648	1670	2164	3071	2623	772	1268	903	1432	793	1470	352	2085
"ENSMUSG00000001630"	678	841	973	1068	522	537	1156	1202	1760	1670	579	586	828	1252	625	1211	258	1411
"ENSMUSG00000001632"	332	459	472	391	127	242	439	519	763	884	261	289	356	466	249	631	100	763
"ENSMUSG00000001642"	507	756	2074	1073	340	664	1210	1113	2027	1767	785	800	1025	2004	709	1889	322	2159
"ENSMUSG00000001655"	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
"ENSMUSG00000001656"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001657"	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001661"	0	0	0	0	0	0	1	3	0	1	1	0	0	0	0	0	0	2
"ENSMUSG00000001663"	1	12	9	3	1	4	16	3	14	1	6	0	3	7	5	17	1	14
"ENSMUSG00000001665"	6	6	10	7	3	7	5	8	22	17	1	1	3	11	2	12	4	18
"ENSMUSG00000001666"	26	55	44	31	14	7	34	55	66	41	32	31	63	60	31	60	9	96
"ENSMUSG00000001670"	0	0	0	0	0	0	0	0	1	3	0	0	0	1	0	1	0	1
"ENSMUSG00000001672"	2	3	2	2	0	2	1	3	5	7	0	1	0	4	3	2	0	8
"ENSMUSG00000001674"	221	235	458	255	126	134	265	285	592	451	156	128	271	348	206	342	70	466
"ENSMUSG00000001687"	1779	2349	4625	2887	1358	1617	4688	3796	6121	4838	1807	1994	2770	4071	2144	5856	1172	5043
"ENSMUSG00000001700"	268	442	326	427	208	250	710	713	1066	867	337	390	490	749	374	904	185	1011
"ENSMUSG00000001707"	101	155	218	145	39	59	164	186	302	265	86	100	125	143	60	171	38	235
"ENSMUSG00000001729"	3028	3519	3459	4634	1152	4705	5025	5860	8482	10340	3188	3829	4243	9342	3129	5873	1425	10251
"ENSMUSG00000001739"	28	81	66	105	23	46	55	52	131	92	43	29	42	70	34	75	29	126
"ENSMUSG00000001741"	160	54	77	44	26	46	75	78	171	161	48	40	108	107	33	144	19	186
"ENSMUSG00000001750"	207	164	255	282	118	232	236	281	594	494	120	128	190	293	114	245	89	332
"ENSMUSG00000001751"	38	47	61	106	24	57	96	100	153	150	43	47	70	130	53	115	13	159
"ENSMUSG00000001755"	114	174	159	278	83	168	245	245	349	403	141	133	235	369	138	292	71	378
"ENSMUSG00000001761"	283	455	702	402	195	491	577	666	1009	1180	345	314	553	760	321	780	190	1069
"ENSMUSG00000001763"	18	13	28	19	11	12	17	21	38	39	10	14	21	39	12	31	9	39
"ENSMUSG00000001767"	398	529	574	668	236	390	584	717	1159	1200	421	356	558	817	386	853	204	1015
"ENSMUSG00000001768"	548	1201	2151	1012	681	671	1181	1662	2252	2788	952	818	1363	1906	762	1823	480	2181
"ENSMUSG00000001773"	2	3	2	1	0	3	1	0	0	3	2	2	6	5	1	2	0	2
"ENSMUSG00000001774"	1279	1357	2123	1863	787	1131	2438	2500	3655	3442	1329	1319	2277	3387	1471	3726	810	3590
"ENSMUSG00000001783"	865	1442	1929	1327	409	670	1347	1565	2452	2502	804	931	1378	1809	821	1507	346	2606
"ENSMUSG00000001785"	248	410	431	374	132	248	460	457	807	726	281	256	320	572	247	545	125	666
"ENSMUSG00000001786"	134	141	169	152	62	154	166	194	261	338	102	117	187	330	128	306	72	371
"ENSMUSG00000001794"	8895	6228	17057	16215	5908	6045	19382	13680	27110	26264	9581	9079	12770	23105	9519	19978	6965	19513
"ENSMUSG00000001802"	67	212	232	231	81	120	182	268	301	317	142	79	329	264	91	518	55	505
"ENSMUSG00000001804"	1	0	0	1	2	0	2	3	2	3	0	0	0	0	1	1	0	0
"ENSMUSG00000001815"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001819"	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
"ENSMUSG00000001823"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000001827"	5	0	5	8	2	6	14	8	53	24	1	1	9	7	2	16	2	13
"ENSMUSG00000001829"	320	582	592	511	187	423	801	912	1163	1406	465	432	755	1022	490	1155	229	1361
"ENSMUSG00000001833"	4840	4830	7433	7125	3196	3778	11894	10583	16733	13724	4966	5635	7335	12088	6020	12225	3397	13130
"ENSMUSG00000001844"	214	316	432	276	121	326	406	445	596	690	220	237	314	489	233	390	96	664
"ENSMUSG00000001847"	3759	4445	5646	5782	2120	2675	6658	6343	11622	9223	3292	3612	4717	7920	3427	8307	1987	8732
"ENSMUSG00000001855"	387	497	592	264	177	351	493	569	789	953	345	331	523	724	375	750	159	975
"ENSMUSG00000001864"	134	312	435	120	45	98	141	124	322	515	160	122	173	339	119	171	49	334
"ENSMUSG00000001865"	27	35	16	34	11	16	38	46	65	100	21	39	99	124	18	165	15	237
"ENSMUSG00000001870"	621	1199	1188	1258	400	737	1095	1270	2068	2551	872	827	1698	2034	910	2249	454	2309
"ENSMUSG00000001891"	2778	3240	5845	3798	1710	1832	8784	6102	11492	9649	3330	4889	4927	9406	4210	8083	2302	9421
"ENSMUSG00000001901"	2	0	0	0	0	3	2	6	3	0	1	1	0	1	0	1	0	7
"ENSMUSG00000001909"	307	432	479	345	150	248	367	468	711	892	249	251	480	569	212	561	101	700
"ENSMUSG00000001910"	520	674	1074	512	227	488	813	982	1357	1662	617	571	674	1065	544	1018	251	1696
"ENSMUSG00000001911"	624	1183	2214	760	520	756	1671	1833	2619	3271	921	906	1788	2537	943	2732	451	2913
"ENSMUSG00000001918"	163	216	224	180	43	129	216	198	293	422	91	116	141	269	97	215	46	288
"ENSMUSG00000001924"	4114	6348	8571	5352	2625	3125	6734	7329	12027	12461	4138	4324	6262	9067	4720	8438	1869	11213
"ENSMUSG00000001930"	261	930	773	435	388	741	631	987	1134	914	418	321	465	796	303	755	182	1251
"ENSMUSG00000001942"	174	210	351	276	149	240	464	453	594	645	251	215	408	526	308	664	151	726
"ENSMUSG00000001943"	57	113	135	90	41	75	117	118	134	273	65	58	124	172	57	246	35	258
"ENSMUSG00000001946"	562	1078	1128	1167	388	638	940	1106	1544	2169	751	651	1040	1312	601	1661	300	2108
"ENSMUSG00000001948"	11	24	22	24	4	9	13	15	31	57	4	18	30	36	10	39	4	27
"ENSMUSG00000001962"	80	154	129	135	34	52	165	153	230	318	79	92	139	142	92	223	31	289
"ENSMUSG00000001964"	224	463	468	380	138	268	366	406	662	782	259	240	382	503	272	532	113	608
"ENSMUSG00000001983"	392	537	1127	539	213	667	952	917	1445	1681	598	612	761	1323	611	1048	277	1481
"ENSMUSG00000001985"	111	336	160	90	71	179	275	256	247	928	209	213	387	499	193	249	89	407
"ENSMUSG00000001986"	195	365	573	173	105	103	226	225	538	391	136	145	209	330	151	384	86	404
"ENSMUSG00000001988"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
"ENSMUSG00000001995"	1114	1827	2030	1690	688	1597	2408	3082	3849	4714	1421	1368	2805	3953	1721	3204	684	4513
"ENSMUSG00000001998"	424	525	1178	381	257	393	659	875	1302	1285	422	388	628	903	474	942	281	1063
"ENSMUSG00000001999"	227	232	163	513	102	186	488	451	804	655	236	276	350	691	275	512	142	680
"ENSMUSG00000002006"	16	27	47	42	17	26	52	40	92	90	42	15	62	62	22	68	10	82
"ENSMUSG00000002007"	288	450	641	448	155	316	561	740	911	1393	451	438	597	853	383	806	154	1086
"ENSMUSG00000002010"	916	1922	1478	1674	581	1014	2102	2223	2726	3788	1229	1197	1932	2598	1285	2821	507	4016
"ENSMUSG00000002012"	31	39	35	59	15	34	58	83	81	127	28	28	43	101	45	88	21	109
"ENSMUSG00000002014"	750	918	1199	1374	488	556	1259	1409	2621	2069	685	674	1172	1643	786	1591	327	1681
"ENSMUSG00000002015"	331	312	360	633	150	378	534	530	894	874	314	336	353	574	324	599	111	889
"ENSMUSG00000002017"	445	492	697	550	301	372	1002	945	1541	1230	497	526	703	973	540	1133	247	1253
"ENSMUSG00000002020"	48	57	71	98	43	184	73	81	415	72	18	12	20	45	21	86	21	102
"ENSMUSG00000002028"	1245	1576	1883	1055	734	1326	1821	1928	2461	2986	1252	1211	1588	2664	1451	2153	499	2871
"ENSMUSG00000002031"	291	374	378	570	138	275	370	486	725	848	313	273	452	658	260	585	112	837
"ENSMUSG00000002032"	57	81	197	93	52	65	246	171	269	273	98	132	159	291	164	327	66	299
"ENSMUSG00000002033"	482	7	3	5	0	0	4	2	12	16	1	4	0	2	2	9	0	6
"ENSMUSG00000002043"	21	43	46	42	9	30	33	40	46	139	26	27	65	54	16	71	5	78
"ENSMUSG00000002052"	1019	1768	1541	932	392	1115	1245	1677	2139	3067	923	1038	1392	1852	875	1829	362	2527
"ENSMUSG00000002055"	330	399	319	188	40	106	446	409	888	854	332	337	471	738	251	668	148	1227
"ENSMUSG00000002057"	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000002058"	193	274	368	382	154	111	302	380	491	709	217	240	380	488	249	439	104	582
"ENSMUSG00000002059"	102	195	255	180	53	113	148	202	291	403	99	79	135	203	88	238	52	286
"ENSMUSG00000002064"	296	411	303	588	163	362	451	537	706	863	281	251	478	560	316	842	122	899
"ENSMUSG00000002068"	100	48	55	116	14	82	171	152	389	251	108	118	180	394	93	226	63	346
"ENSMUSG00000002076"	4	4	0	2	0	2	3	6	6	2	1	0	1	5	2	2	1	14
"ENSMUSG00000002083"	19	38	27	51	21	20	22	54	65	82	26	23	40	53	15	58	9	67
"ENSMUSG00000002100"	12647	22054	21614	21239	7855	18546	36159	37690	56876	56308	17367	19092	30017	43054	18979	38030	7441	53328
"ENSMUSG00000002102"	919	1762	1669	1677	369	1282	1264	1653	2520	3775	998	1167	1394	2325	917	1400	296	2987
"ENSMUSG00000002103"	759	872	1367	887	461	677	1249	1320	2166	1962	622	772	1034	1577	698	1483	339	1661
"ENSMUSG00000002104"	0	1	0	0	0	0	0	2	3	2	0	0	0	0	0	0	0	0
"ENSMUSG00000002105"	408	506	728	828	254	432	707	790	1236	1367	491	474	789	1000	404	960	220	1151
"ENSMUSG00000002107"	2674	2465	3684	2683	1453	1258	4687	4157	6875	4736	1720	1702	2837	4563	2262	4583	1117	5320
"ENSMUSG00000002108"	30	35	43	30	11	39	28	40	57	104	25	12	18	24	20	26	11	48
"ENSMUSG00000002109"	106	94	103	141	57	95	136	141	206	253	81	92	155	235	103	243	50	187
"ENSMUSG00000002111"	32	26	21	50	6	32	14	57	96	29	8	2	12	19	11	34	7	22
"ENSMUSG00000002129"	377	550	560	413	184	319	615	743	941	1280	387	412	545	720	402	726	172	1125
"ENSMUSG00000002147"	671	847	746	1074	334	728	925	1075	1604	1755	498	553	828	1254	552	1175	256	1510
"ENSMUSG00000002190"	0	0	1	1	0	0	0	1	3	0	0	0	2	2	0	0	2	1
"ENSMUSG00000002204"	33	8	5	15	2	16	4	16	24	12	3	3	0	0	3	3	1	6
"ENSMUSG00000002205"	209	316	214	367	119	164	229	310	468	592	158	188	270	397	169	377	75	496
"ENSMUSG00000002210"	81	101	118	89	33	51	101	113	166	210	57	41	87	104	43	121	17	186
"ENSMUSG00000002221"	384	404	657	417	197	452	726	684	867	1040	362	341	578	932	420	866	234	1214
"ENSMUSG00000002222"	3953	2395	4206	2171	1466	1600	3455	3140	4404	5540	1864	1795	3236	4455	2135	5446	1156	4747
"ENSMUSG00000002227"	137	284	319	259	91	148	293	342	482	688	161	234	259	408	186	387	83	657
"ENSMUSG00000002228"	83	138	149	100	38	85	215	230	273	401	121	124	196	263	115	245	38	407
"ENSMUSG00000002233"	529	757	750	1212	294	465	811	1056	1796	1535	420	440	740	1001	477	1215	177	1624
"ENSMUSG00000002240"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000002249"	263	521	532	260	161	259	338	505	513	822	238	220	333	402	217	446	88	519
"ENSMUSG00000002250"	155	286	271	235	89	153	232	256	374	444	139	133	230	301	154	410	68	408
"ENSMUSG00000002257"	106	20	28	21	7	13	11	20	24	55	21	10	14	14	12	16	2	25
"ENSMUSG00000002265"	4321	8526	9797	3655	2891	4232	4919	5288	7847	11855	4393	4775	4953	7048	4592	7149	2106	7503
"ENSMUSG00000002266"	271	624	982	286	283	385	385	551	678	1043	309	394	382	486	382	509	137	801
"ENSMUSG00000002274"	71	78	210	118	36	44	227	195	395	303	100	100	244	272	136	480	60	445
"ENSMUSG00000002279"	168	260	310	333	106	252	373	417	617	688	225	242	390	491	246	528	83	708
"ENSMUSG00000002280"	347	607	472	532	188	326	622	740	1094	1267	403	462	570	818	436	725	132	1165
"ENSMUSG00000002289"	248	979	503	1020	420	441	858	649	908	356	493	484	371	188	281	1115	267	651
"ENSMUSG00000002297"	339	409	520	174	69	185	310	512	906	832	296	335	371	751	249	457	175	896
"ENSMUSG00000002307"	222	362	401	279	99	234	261	296	505	634	197	183	270	359	202	370	65	558
"ENSMUSG00000002308"	87	160	176	169	49	81	186	207	337	250	161	173	225	322	134	195	48	343
"ENSMUSG00000002319"	201	310	283	385	114	197	272	357	618	580	153	193	163	358	184	262	64	467
"ENSMUSG00000002320"	386	637	602	629	185	669	735	807	1220	1634	503	512	679	1064	433	995	180	1386
"ENSMUSG00000002324"	4	9	9	6	1	6	12	20	16	33	5	10	16	14	9	14	1	16
"ENSMUSG00000002325"	282	319	380	266	143	219	416	400	563	602	231	215	356	711	160	539	121	534
"ENSMUSG00000002326"	256	289	402	352	141	207	417	380	672	608	218	227	375	482	240	628	117	535
"ENSMUSG00000002329"	403	600	634	706	173	468	888	868	1292	1483	575	612	812	1156	539	1221	223	1548
"ENSMUSG00000002332"	98	178	175	162	55	158	197	227	281	400	139	97	198	238	112	280	56	376
"ENSMUSG00000002341"	6	7	12	11	3	5	6	5	15	10	6	3	7	7	3	5	1	7
"ENSMUSG00000002342"	803	1019	1200	1547	415	1165	1284	1437	2302	2564	1112	991	1233	1860	917	1779	390	2261
"ENSMUSG00000002343"	174	261	356	331	100	199	250	292	518	605	228	191	331	444	196	448	78	430
"ENSMUSG00000002345"	23	55	41	48	13	35	62	75	79	72	37	28	33	78	33	56	9	78
"ENSMUSG00000002346"	453	975	1281	870	449	945	1198	1154	1239	1656	879	610	892	1336	702	2213	495	1903
"ENSMUSG00000002365"	334	532	440	550	247	255	636	601	1041	1115	338	314	575	734	330	751	146	869
"ENSMUSG00000002372"	522	875	1262	640	219	561	751	863	1137	1674	520	451	735	1114	450	947	208	1460
"ENSMUSG00000002379"	181	442	446	380	100	265	457	482	697	1158	350	341	553	615	405	775	116	1236
"ENSMUSG00000002384"	1	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	1	2
"ENSMUSG00000002393"	437	571	678	654	216	283	747	806	1114	1528	472	548	611	1131	414	915	216	1123
"ENSMUSG00000002395"	107	224	170	216	57	152	174	257	545	435	136	151	223	248	143	249	64	387
"ENSMUSG00000002396"	31	63	81	73	35	24	55	71	103	139	44	30	61	92	30	69	20	110
"ENSMUSG00000002409"	214	409	531	338	187	307	334	434	476	941	298	232	591	605	320	777	111	799
"ENSMUSG00000002413"	703	876	1482	632	480	615	1203	1106	1731	1929	655	682	911	1430	804	1486	422	1538
"ENSMUSG00000002416"	245	894	2382	445	312	213	746	750	936	1252	398	363	1105	853	707	2843	226	1433
"ENSMUSG00000002428"	453	712	951	656	407	434	804	772	1098	1222	355	334	848	1031	514	1407	244	1166
"ENSMUSG00000002455"	360	569	495	514	145	389	451	562	845	1068	310	405	460	687	318	591	136	926
"ENSMUSG00000002458"	165	118	135	250	75	55	234	236	407	278	98	121	127	261	111	209	67	261
"ENSMUSG00000002459"	3	7	4	2	1	4	1	10	9	6	4	6	3	5	3	13	0	8
"ENSMUSG00000002475"	58	78	77	72	27	54	100	103	178	161	65	68	119	166	71	130	29	165
"ENSMUSG00000002477"	268	362	353	429	122	143	487	587	982	816	285	313	481	544	311	663	143	981
"ENSMUSG00000002486"	65	116	120	121	35	64	108	134	179	185	52	56	99	115	67	140	26	222
"ENSMUSG00000002489"	139	195	272	122	78	146	189	258	283	412	146	125	206	285	146	332	49	381
"ENSMUSG00000002496"	767	1118	1363	884	484	780	1646	1859	2348	2860	971	1021	1432	2150	975	1840	451	2528
"ENSMUSG00000002500"	24	30	40	46	6	73	140	107	172	152	34	50	116	121	38	195	31	233
"ENSMUSG00000002504"	287	668	649	541	136	397	392	570	780	1353	378	352	665	664	243	807	129	1018
"ENSMUSG00000002524"	726	1677	1714	1125	444	624	1146	1662	2085	2907	812	819	1554	1706	849	2147	287	2353
"ENSMUSG00000002546"	387	926	674	714	268	583	758	944	1272	1711	496	507	685	947	481	913	160	1420
"ENSMUSG00000002550"	71	155	136	106	41	98	149	163	275	317	86	97	184	199	79	240	44	345
"ENSMUSG00000002565"	22	25	78	22	19	20	28	44	53	32	15	24	24	30	48	26	4	45
"ENSMUSG00000002578"	48	52	73	41	28	59	30	40	50	86	48	25	43	66	38	61	19	87
"ENSMUSG00000002580"	167	171	274	341	106	154	309	296	534	467	177	182	336	431	193	685	92	509
"ENSMUSG00000002588"	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1
"ENSMUSG00000002602"	1535	2413	3783	2821	1072	1584	3247	3021	6357	5147	1484	1478	2771	3139	1456	4076	806	4124
"ENSMUSG00000002603"	521	437	328	814	162	223	592	672	1198	901	282	301	497	615	251	659	165	994
"ENSMUSG00000002608"	313	652	645	477	185	474	482	620	871	1151	331	287	537	725	314	746	127	1006
"ENSMUSG00000002617"	250	263	634	182	216	108	736	326	621	694	244	251	390	538	274	651	131	716
"ENSMUSG00000002625"	483	710	1047	678	265	497	611	779	1019	2042	581	600	688	1278	513	973	215	1473
"ENSMUSG00000002633"	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUSG00000002635"	82	192	170	151	53	82	192	215	306	312	94	105	174	178	103	171	57	305
"ENSMUSG00000002658"	95	172	183	134	35	95	130	174	241	332	77	99	96	147	88	158	17	325
"ENSMUSG00000002660"	85	178	156	157	43	110	180	213	299	346	98	114	196	206	103	224	32	331
"ENSMUSG00000002661"	49	78	71	79	29	34	95	91	136	184	52	83	76	143	67	103	15	189
"ENSMUSG00000002664"	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
"ENSMUSG00000002668"	131	19	28	41	14	25	30	34	80	39	11	8	18	23	10	30	9	54
"ENSMUSG00000002679"	134	167	131	213	68	104	200	233	327	340	121	126	213	241	152	299	43	387
"ENSMUSG00000002688"	127	218	336	173	91	89	183	276	349	393	145	131	244	292	148	324	60	391
"ENSMUSG00000002699"	454	46	108	149	66	95	127	179	513	122	43	22	52	84	51	150	40	115
"ENSMUSG00000002718"	1626	2042	3140	1837	1012	949	3480	3225	5081	4200	1545	1851	2458	3774	1938	3808	940	4817
"ENSMUSG00000002728"	586	922	992	815	299	446	1083	1146	1366	1800	625	689	813	1248	692	1252	325	1675
"ENSMUSG00000002731"	179	189	248	356	143	175	395	396	663	659	209	211	329	491	207	536	99	519
"ENSMUSG00000002732"	121	230	210	329	87	129	298	331	643	418	164	135	244	369	190	403	58	455
"ENSMUSG00000002733"	383	484	830	535	225	316	777	722	1150	995	374	378	576	812	404	986	235	1049
"ENSMUSG00000002741"	1329	2282	3658	1833	691	1167	1889	2127	3660	3952	1347	1224	2103	2784	1206	2996	547	3325
"ENSMUSG00000002748"	1306	1673	2129	1251	686	1269	2450	2543	3510	3971	1300	1302	2194	3561	1775	2962	754	4321
"ENSMUSG00000002763"	132	169	183	271	77	92	150	242	333	412	114	103	226	253	127	266	43	388
"ENSMUSG00000002767"	89	203	128	214	50	98	233	231	342	446	139	122	196	221	162	350	52	432
"ENSMUSG00000002768"	100	186	186	196	50	139	159	193	315	475	133	119	198	288	131	293	46	345
"ENSMUSG00000002769"	6	5	3	4	2	7	3	4	6	6	5	4	6	0	4	3	1	5
"ENSMUSG00000002771"	10	11	6	13	4	12	15	14	30	26	13	12	20	21	9	27	4	24
"ENSMUSG00000002778"	660	1091	1675	1393	592	683	1542	1531	2499	2483	808	808	1249	1640	784	2153	395	2040
"ENSMUSG00000002781"	160	294	494	257	108	329	475	410	646	751	267	266	431	590	278	750	133	702
"ENSMUSG00000002791"	3	1	0	2	0	2	1	2	2	0	1	0	2	2	1	1	0	1
"ENSMUSG00000002797"	43	36	60	55	15	33	88	88	118	122	74	52	68	101	41	114	35	101
"ENSMUSG00000002799"	251	471	528	313	144	384	386	526	607	825	287	283	505	567	194	641	110	848
"ENSMUSG00000002803"	48	102	174	138	49	104	186	209	308	393	117	111	168	250	123	270	47	277
"ENSMUSG00000002804"	16	41	56	36	12	27	29	48	72	77	18	20	44	52	14	54	16	97
"ENSMUSG00000002808"	173	262	419	238	95	212	332	389	496	467	181	221	275	499	257	437	72	556
"ENSMUSG00000002812"	1062	1377	1598	1385	576	928	1705	2093	3051	3196	946	974	1584	2249	1007	2127	419	2817
"ENSMUSG00000002814"	103	160	234	149	61	93	192	202	297	341	135	104	213	267	111	351	67	442
"ENSMUSG00000002820"	218	392	333	306	102	228	336	439	749	806	240	302	397	537	186	392	97	751
"ENSMUSG00000002825"	31	68	64	46	20	27	79	107	134	86	20	25	50	59	20	83	13	89
"ENSMUSG00000002831"	474	1881	840	571	216	762	838	891	1386	2038	546	706	917	974	477	1057	187	1405
"ENSMUSG00000002833"	157	377	329	239	63	245	274	372	521	705	206	208	317	429	186	365	57	726
"ENSMUSG00000002835"	171	129	219	207	58	131	352	411	678	451	150	161	416	610	221	751	158	798
"ENSMUSG00000002844"	201	254	212	381	112	261	361	374	609	650	188	188	263	413	220	433	107	613
"ENSMUSG00000002845"	229	258	361	310	152	294	445	338	646	634	238	208	288	428	223	485	111	531
"ENSMUSG00000002846"	165	371	381	285	87	184	329	447	653	687	242	272	334	467	369	464	89	699
"ENSMUSG00000002847"	91	130	126	190	58	96	163	157	282	228	95	84	148	165	87	168	35	223
"ENSMUSG00000002870"	493	299	447	569	186	307	1822	1472	2715	1726	606	670	1287	2226	786	2034	548	2945
"ENSMUSG00000002871"	146	189	308	222	88	182	266	270	412	544	185	166	227	316	136	328	66	409
"ENSMUSG00000002881"	757	994	1023	1019	455	773	1427	1490	2346	2122	737	746	1278	1600	768	1716	361	2012
"ENSMUSG00000002885"	662	838	952	1005	310	1166	707	1023	1648	2200	665	588	860	1358	484	1222	277	1583
"ENSMUSG00000002897"	420	252	270	264	96	217	106	165	377	238	78	58	115	133	77	142	34	147
"ENSMUSG00000002900"	4655	7729	7534	7846	3185	6245	8968	11043	17421	16673	5143	6082	8783	11191	5866	11141	2286	14540
"ENSMUSG00000002908"	17	38	56	31	11	40	48	37	67	125	32	29	47	77	36	48	9	75
"ENSMUSG00000002910"	0	3	0	1	0	3	0	1	0	1	1	0	2	1	1	1	0	3
"ENSMUSG00000002930"	1	1	1	0	0	3	0	0	0	4	1	0	0	0	0	6	0	0
"ENSMUSG00000002944"	16022	32813	49394	30059	18034	27578	52261	42155	66349	66610	25672	28571	30366	37898	29128	74471	15190	58786
"ENSMUSG00000002948"	344	541	511	483	173	309	540	679	862	1132	336	280	545	649	331	758	144	880
"ENSMUSG00000002949"	722	1556	1975	1096	447	809	1438	1688	2284	2948	950	1017	1488	2051	1096	1782	375	2943
"ENSMUSG00000002957"	979	1380	1636	1548	681	1128	2091	2253	3546	3168	1069	1039	1699	2478	1131	2444	589	3328
"ENSMUSG00000002963"	161	194	263	239	76	110	212	251	380	377	118	146	181	258	131	246	48	399
"ENSMUSG00000002968"	529	856	998	747	284	473	740	1014	1449	1657	566	522	860	1089	467	1006	190	1414
